compound_id,target_id,target_name,assay_id,standard_type,standard_value,standard_units,pchembl_value,activity_type,source,MW,LogP,HBA,HBD
CHEMBL1001214,CHEMBL302,Cyclooxygenase-1,CHEMBL1900121,Ki,2606.96,nM,5.58,BINDING,ChEMBL,232.1,2.06,4,3
CHEMBL1001215,CHEMBL388,Tumor necrosis factor,CHEMBL1900121,IC50,31194.92,nM,4.51,BINDING,ChEMBL,430.3,4.02,1,3
CHEMBL1001216,CHEMBL231,Histamine H1 receptor,CHEMBL1900121,EC50,919049.54,nM,3.04,BINDING,ChEMBL,305.2,2.29,1,3
CHEMBL1001217,CHEMBL218,Dopamine D2 receptor,CHEMBL1900121,Ki,3295.42,nM,5.48,BINDING,ChEMBL,272.2,3.06,4,1
CHEMBL1001218,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900121,Ki,772.95,nM,6.11,BINDING,ChEMBL,221.7,2.14,4,2
CHEMBL1001219,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900121,IC50,1174.72,nM,5.93,BINDING,ChEMBL,250.4,2.37,6,3
CHEMBL1001220,CHEMBL219,D1 dopamine receptor,CHEMBL1900122,EC50,5239.17,nM,5.28,BINDING,ChEMBL,379.8,2.7,2,1
CHEMBL1001221,CHEMBL205,Histamine H2 receptor,CHEMBL1900122,EC50,137.52,nM,6.86,BINDING,ChEMBL,313.2,3.44,0,1
CHEMBL1001222,CHEMBL302,Cyclooxygenase-1,CHEMBL1900122,Ki,3646.68,nM,5.44,BINDING,ChEMBL,229.6,1.29,3,6
CHEMBL1001223,CHEMBL388,Tumor necrosis factor,CHEMBL1900122,EC50,549.04,nM,6.26,BINDING,ChEMBL,387.4,4.02,1,2
CHEMBL1001224,CHEMBL231,Histamine H1 receptor,CHEMBL1900122,Ki,186.33,nM,6.73,BINDING,ChEMBL,317.1,2.47,5,2
CHEMBL1001225,CHEMBL218,Dopamine D2 receptor,CHEMBL1900122,Ki,0.35,nM,9.46,BINDING,ChEMBL,373.3,5.64,3,4
CHEMBL1001226,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900122,Ki,33059.86,nM,4.48,BINDING,ChEMBL,281.3,2.53,3,2
CHEMBL1001227,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900122,IC50,0.06,nM,10.25,BINDING,ChEMBL,317.6,3.66,4,1
CHEMBL1001228,CHEMBL219,D1 dopamine receptor,CHEMBL1900122,IC50,1203.43,nM,5.92,BINDING,ChEMBL,465.2,2.92,4,5
CHEMBL1001229,CHEMBL205,Histamine H2 receptor,CHEMBL1900122,EC50,22649.86,nM,4.64,BINDING,ChEMBL,380.6,3.71,1,7
CHEMBL1001230,CHEMBL302,Cyclooxygenase-1,CHEMBL1900123,Ki,1483.18,nM,5.83,BINDING,ChEMBL,380.2,0.33,2,2
CHEMBL1001231,CHEMBL388,Tumor necrosis factor,CHEMBL1900123,IC50,69953.7,nM,4.16,BINDING,ChEMBL,397.0,3.3,2,8
CHEMBL1001232,CHEMBL231,Histamine H1 receptor,CHEMBL1900123,IC50,199.7,nM,6.7,BINDING,ChEMBL,299.4,0.93,2,4
CHEMBL1001233,CHEMBL218,Dopamine D2 receptor,CHEMBL1900123,IC50,46.17,nM,7.34,BINDING,ChEMBL,444.3,4.63,8,0
CHEMBL1001234,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900123,IC50,14945.57,nM,4.83,BINDING,ChEMBL,303.7,5.06,2,2
CHEMBL1001235,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900123,Ki,13964.08,nM,4.85,BINDING,ChEMBL,256.7,2.33,1,1
CHEMBL1001236,CHEMBL219,D1 dopamine receptor,CHEMBL1900123,IC50,1300.9,nM,5.89,BINDING,ChEMBL,285.4,2.21,6,1
CHEMBL1001237,CHEMBL205,Histamine H2 receptor,CHEMBL1900123,EC50,40243.88,nM,4.4,BINDING,ChEMBL,224.4,3.98,0,4
CHEMBL1001238,CHEMBL302,Cyclooxygenase-1,CHEMBL1900123,Ki,72.43,nM,7.14,BINDING,ChEMBL,495.3,4.12,5,2
CHEMBL1001239,CHEMBL388,Tumor necrosis factor,CHEMBL1900123,IC50,652133.45,nM,3.19,BINDING,ChEMBL,398.4,3.14,3,3
CHEMBL1001240,CHEMBL231,Histamine H1 receptor,CHEMBL1900124,IC50,329.13,nM,6.48,BINDING,ChEMBL,416.7,2.22,2,2
CHEMBL1001241,CHEMBL218,Dopamine D2 receptor,CHEMBL1900124,Ki,2567.87,nM,5.59,BINDING,ChEMBL,385.3,-0.57,2,2
CHEMBL1001242,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900124,IC50,18182.03,nM,4.74,BINDING,ChEMBL,411.5,1.37,3,5
CHEMBL1001243,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900124,Ki,9809.15,nM,5.01,BINDING,ChEMBL,400.3,0.55,5,3
CHEMBL1001244,CHEMBL219,D1 dopamine receptor,CHEMBL1900124,IC50,7.88,nM,8.1,BINDING,ChEMBL,419.2,1.66,3,3
CHEMBL1001245,CHEMBL205,Histamine H2 receptor,CHEMBL1900124,IC50,30019.48,nM,4.52,BINDING,ChEMBL,429.5,3.29,3,2
CHEMBL1001246,CHEMBL302,Cyclooxygenase-1,CHEMBL1900124,Ki,437.43,nM,6.36,BINDING,ChEMBL,295.2,0.71,3,1
CHEMBL1001247,CHEMBL388,Tumor necrosis factor,CHEMBL1900124,Ki,81665.35,nM,4.09,BINDING,ChEMBL,414.0,1.8,3,2
CHEMBL1001248,CHEMBL231,Histamine H1 receptor,CHEMBL1900124,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,471.2,2.34,5,3
CHEMBL1001249,CHEMBL218,Dopamine D2 receptor,CHEMBL1900124,Ki,393.67,nM,6.4,BINDING,ChEMBL,270.2,2.47,2,1
CHEMBL1001250,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900125,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,333.8,2.43,1,5
CHEMBL1001251,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900125,IC50,3502.75,nM,5.46,BINDING,ChEMBL,407.5,2.38,3,1
CHEMBL1001252,CHEMBL219,D1 dopamine receptor,CHEMBL1900125,IC50,2832.12,nM,5.55,BINDING,ChEMBL,276.2,2.61,4,1
CHEMBL1001253,CHEMBL205,Histamine H2 receptor,CHEMBL1900125,IC50,632.09,nM,6.2,BINDING,ChEMBL,243.5,4.74,0,3
CHEMBL1001254,CHEMBL302,Cyclooxygenase-1,CHEMBL1900125,Ki,1000000.0,nM,3.0,BINDING,ChEMBL,415.5,2.15,4,1
CHEMBL1001255,CHEMBL388,Tumor necrosis factor,CHEMBL1900125,EC50,10297.39,nM,4.99,BINDING,ChEMBL,128.2,4.98,4,1
CHEMBL1001256,CHEMBL231,Histamine H1 receptor,CHEMBL1900125,IC50,39.55,nM,7.4,BINDING,ChEMBL,373.0,2.18,2,5
CHEMBL1001257,CHEMBL218,Dopamine D2 receptor,CHEMBL1900125,IC50,1.84,nM,8.73,BINDING,ChEMBL,319.5,2.99,6,4
CHEMBL1001258,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900125,IC50,1378.3,nM,5.86,BINDING,ChEMBL,348.6,2.73,6,3
CHEMBL1001259,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900125,EC50,48639.09,nM,4.31,BINDING,ChEMBL,452.4,4.35,1,8
CHEMBL1001260,CHEMBL219,D1 dopamine receptor,CHEMBL1900126,Ki,4190.24,nM,5.38,BINDING,ChEMBL,350.7,4.61,1,2
CHEMBL1001261,CHEMBL205,Histamine H2 receptor,CHEMBL1900126,IC50,382.8,nM,6.42,BINDING,ChEMBL,418.4,1.7,1,2
CHEMBL1001262,CHEMBL302,Cyclooxygenase-1,CHEMBL1900126,Ki,21433.98,nM,4.67,BINDING,ChEMBL,318.8,2.51,1,2
CHEMBL1001263,CHEMBL388,Tumor necrosis factor,CHEMBL1900126,Ki,4543.77,nM,5.34,BINDING,ChEMBL,281.2,4.2,3,0
CHEMBL1001264,CHEMBL231,Histamine H1 receptor,CHEMBL1900126,IC50,2.48,nM,8.61,BINDING,ChEMBL,522.2,1.93,6,2
CHEMBL1001265,CHEMBL218,Dopamine D2 receptor,CHEMBL1900126,Ki,35.09,nM,7.45,BINDING,ChEMBL,179.5,2.87,3,3
CHEMBL1001266,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900126,Ki,51.98,nM,7.28,BINDING,ChEMBL,325.7,2.67,3,4
CHEMBL1001267,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900126,IC50,0.36,nM,9.44,BINDING,ChEMBL,299.6,2.92,3,2
CHEMBL1001268,CHEMBL219,D1 dopamine receptor,CHEMBL1900126,IC50,408.24,nM,6.39,BINDING,ChEMBL,386.2,3.44,4,0
CHEMBL1001269,CHEMBL205,Histamine H2 receptor,CHEMBL1900126,IC50,46216.95,nM,4.34,BINDING,ChEMBL,373.8,2.97,1,4
CHEMBL1001270,CHEMBL302,Cyclooxygenase-1,CHEMBL1900127,IC50,10.56,nM,7.98,BINDING,ChEMBL,275.0,0.9,2,3
CHEMBL1001271,CHEMBL388,Tumor necrosis factor,CHEMBL1900127,Ki,0.87,nM,9.06,BINDING,ChEMBL,360.7,1.12,3,3
CHEMBL1001272,CHEMBL231,Histamine H1 receptor,CHEMBL1900127,IC50,741095.26,nM,3.13,BINDING,ChEMBL,316.6,3.69,0,2
CHEMBL1001273,CHEMBL218,Dopamine D2 receptor,CHEMBL1900127,IC50,71.68,nM,7.14,BINDING,ChEMBL,272.7,2.24,3,1
CHEMBL1001274,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900127,Ki,13374.42,nM,4.87,BINDING,ChEMBL,308.6,4.18,4,3
CHEMBL1001275,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900127,IC50,88.6,nM,7.05,BINDING,ChEMBL,324.9,2.44,2,2
CHEMBL1001276,CHEMBL219,D1 dopamine receptor,CHEMBL1900127,IC50,3921.84,nM,5.41,BINDING,ChEMBL,522.0,1.29,5,2
CHEMBL1001277,CHEMBL205,Histamine H2 receptor,CHEMBL1900127,EC50,55191.12,nM,4.26,BINDING,ChEMBL,405.3,0.71,2,3
CHEMBL1001278,CHEMBL302,Cyclooxygenase-1,CHEMBL1900127,IC50,23027.74,nM,4.64,BINDING,ChEMBL,302.9,1.88,3,0
CHEMBL1001279,CHEMBL388,Tumor necrosis factor,CHEMBL1900127,Ki,1000000.0,nM,3.0,BINDING,ChEMBL,462.2,2.09,2,3
CHEMBL1001280,CHEMBL231,Histamine H1 receptor,CHEMBL1900128,EC50,1000000.0,nM,3.0,BINDING,ChEMBL,291.0,5.23,2,4
CHEMBL1001281,CHEMBL218,Dopamine D2 receptor,CHEMBL1900128,Ki,27865.17,nM,4.55,BINDING,ChEMBL,331.1,1.91,2,4
CHEMBL1001282,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900128,IC50,27923.58,nM,4.55,BINDING,ChEMBL,422.1,1.77,3,2
CHEMBL1001283,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900128,EC50,20035.38,nM,4.7,BINDING,ChEMBL,268.6,2.94,3,1
CHEMBL1001284,CHEMBL219,D1 dopamine receptor,CHEMBL1900128,IC50,348.36,nM,6.46,BINDING,ChEMBL,336.9,3.31,3,0
CHEMBL1001285,CHEMBL205,Histamine H2 receptor,CHEMBL1900128,Ki,429.21,nM,6.37,BINDING,ChEMBL,443.4,1.91,2,3
CHEMBL1001286,CHEMBL302,Cyclooxygenase-1,CHEMBL1900128,Ki,14936.94,nM,4.83,BINDING,ChEMBL,384.6,3.22,2,6
CHEMBL1001287,CHEMBL388,Tumor necrosis factor,CHEMBL1900128,Ki,67.78,nM,7.17,BINDING,ChEMBL,286.2,0.51,3,1
CHEMBL1001288,CHEMBL231,Histamine H1 receptor,CHEMBL1900128,Ki,294.26,nM,6.53,BINDING,ChEMBL,347.9,2.27,5,1
CHEMBL1001289,CHEMBL218,Dopamine D2 receptor,CHEMBL1900128,IC50,15039.52,nM,4.82,BINDING,ChEMBL,364.7,0.82,3,1
CHEMBL1001290,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900129,IC50,615.45,nM,6.21,BINDING,ChEMBL,386.7,3.43,0,2
CHEMBL1001291,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900129,IC50,27.47,nM,7.56,BINDING,ChEMBL,425.0,3.82,6,3
CHEMBL1001292,CHEMBL219,D1 dopamine receptor,CHEMBL1900129,EC50,689.09,nM,6.16,BINDING,ChEMBL,429.5,2.58,1,1
CHEMBL1001293,CHEMBL205,Histamine H2 receptor,CHEMBL1900129,IC50,471.93,nM,6.33,BINDING,ChEMBL,389.0,3.45,4,5
CHEMBL1001294,CHEMBL302,Cyclooxygenase-1,CHEMBL1900129,EC50,4599.45,nM,5.34,BINDING,ChEMBL,421.3,3.03,1,2
CHEMBL1001295,CHEMBL388,Tumor necrosis factor,CHEMBL1900129,IC50,681.62,nM,6.17,BINDING,ChEMBL,335.5,3.64,2,5
CHEMBL1001296,CHEMBL231,Histamine H1 receptor,CHEMBL1900129,EC50,0.27,nM,9.57,BINDING,ChEMBL,376.9,3.8,1,2
CHEMBL1001297,CHEMBL218,Dopamine D2 receptor,CHEMBL1900129,IC50,1.95,nM,8.71,BINDING,ChEMBL,239.3,1.78,1,2
CHEMBL1001298,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900129,Ki,510.9,nM,6.29,BINDING,ChEMBL,264.7,2.78,0,2
CHEMBL1001299,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900129,IC50,26072.65,nM,4.58,BINDING,ChEMBL,218.3,2.66,1,7
CHEMBL1001300,CHEMBL219,D1 dopamine receptor,CHEMBL1900130,IC50,18.22,nM,7.74,BINDING,ChEMBL,346.9,4.65,3,3
CHEMBL1001301,CHEMBL205,Histamine H2 receptor,CHEMBL1900130,IC50,7173.64,nM,5.14,BINDING,ChEMBL,327.0,2.35,4,3
CHEMBL1001302,CHEMBL302,Cyclooxygenase-1,CHEMBL1900130,Ki,20923.4,nM,4.68,BINDING,ChEMBL,434.6,1.67,8,3
CHEMBL1001303,CHEMBL388,Tumor necrosis factor,CHEMBL1900130,IC50,5954.81,nM,5.23,BINDING,ChEMBL,413.5,2.07,1,1
CHEMBL1001304,CHEMBL231,Histamine H1 receptor,CHEMBL1900130,Ki,1.26,nM,8.9,BINDING,ChEMBL,260.3,3.34,4,6
CHEMBL1001305,CHEMBL218,Dopamine D2 receptor,CHEMBL1900130,IC50,426.39,nM,6.37,BINDING,ChEMBL,294.4,3.6,1,2
CHEMBL1001306,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900130,IC50,14250.96,nM,4.85,BINDING,ChEMBL,466.1,1.16,4,3
CHEMBL1001307,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900130,Ki,46.51,nM,7.33,BINDING,ChEMBL,271.2,3.78,1,2
CHEMBL1001308,CHEMBL219,D1 dopamine receptor,CHEMBL1900130,IC50,216.39,nM,6.66,BINDING,ChEMBL,329.1,2.09,1,3
CHEMBL1001309,CHEMBL205,Histamine H2 receptor,CHEMBL1900130,Ki,10675.56,nM,4.97,BINDING,ChEMBL,217.8,1.58,2,3
CHEMBL1001310,CHEMBL302,Cyclooxygenase-1,CHEMBL1900131,IC50,50141.93,nM,4.3,BINDING,ChEMBL,405.0,3.76,2,0
CHEMBL1001311,CHEMBL388,Tumor necrosis factor,CHEMBL1900131,EC50,9368.33,nM,5.03,BINDING,ChEMBL,301.9,2.58,4,3
CHEMBL1001312,CHEMBL231,Histamine H1 receptor,CHEMBL1900131,Ki,921.19,nM,6.04,BINDING,ChEMBL,361.3,2.35,4,1
CHEMBL1001313,CHEMBL218,Dopamine D2 receptor,CHEMBL1900131,EC50,4185.19,nM,5.38,BINDING,ChEMBL,311.8,1.76,3,2
CHEMBL1001314,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900131,IC50,1345.89,nM,5.87,BINDING,ChEMBL,272.1,0.16,4,3
CHEMBL1001315,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900131,IC50,0.17,nM,9.76,BINDING,ChEMBL,277.1,1.4,3,1
CHEMBL1001316,CHEMBL219,D1 dopamine receptor,CHEMBL1900131,Ki,92470.57,nM,4.03,BINDING,ChEMBL,235.0,4.09,1,2
CHEMBL1001317,CHEMBL205,Histamine H2 receptor,CHEMBL1900131,IC50,229.56,nM,6.64,BINDING,ChEMBL,390.3,2.68,5,0
CHEMBL1001318,CHEMBL302,Cyclooxygenase-1,CHEMBL1900131,IC50,1000000.0,nM,3.0,BINDING,ChEMBL,290.5,3.12,3,2
CHEMBL1001319,CHEMBL388,Tumor necrosis factor,CHEMBL1900131,IC50,0.26,nM,9.59,BINDING,ChEMBL,444.6,0.65,8,2
CHEMBL1001320,CHEMBL231,Histamine H1 receptor,CHEMBL1900132,Ki,33.19,nM,7.48,BINDING,ChEMBL,215.4,4.08,2,1
CHEMBL1001321,CHEMBL218,Dopamine D2 receptor,CHEMBL1900132,Ki,371.39,nM,6.43,BINDING,ChEMBL,271.9,5.15,3,2
CHEMBL1001322,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900132,IC50,18956.53,nM,4.72,BINDING,ChEMBL,366.3,1.08,1,2
CHEMBL1001323,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900132,Ki,9579.53,nM,5.02,BINDING,ChEMBL,387.2,3.96,2,1
CHEMBL1001324,CHEMBL219,D1 dopamine receptor,CHEMBL1900132,EC50,126685.82,nM,3.9,BINDING,ChEMBL,199.6,0.34,4,5
CHEMBL1001325,CHEMBL205,Histamine H2 receptor,CHEMBL1900132,IC50,127767.17,nM,3.89,BINDING,ChEMBL,431.2,2.35,2,3
CHEMBL1001326,CHEMBL302,Cyclooxygenase-1,CHEMBL1900132,IC50,55635.83,nM,4.25,BINDING,ChEMBL,453.9,3.24,2,2
CHEMBL1001327,CHEMBL388,Tumor necrosis factor,CHEMBL1900132,Ki,10656.59,nM,4.97,BINDING,ChEMBL,294.0,1.07,1,3
CHEMBL1001328,CHEMBL231,Histamine H1 receptor,CHEMBL1900132,IC50,19866.84,nM,4.7,BINDING,ChEMBL,191.3,1.88,4,5
CHEMBL1001329,CHEMBL218,Dopamine D2 receptor,CHEMBL1900132,EC50,9678.22,nM,5.01,BINDING,ChEMBL,351.7,3.92,3,5
CHEMBL1001330,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900133,IC50,5.93,nM,8.23,BINDING,ChEMBL,408.4,3.98,2,1
CHEMBL1001331,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900133,IC50,804.23,nM,6.09,BINDING,ChEMBL,317.6,1.54,2,2
CHEMBL1001332,CHEMBL219,D1 dopamine receptor,CHEMBL1900133,Ki,236.54,nM,6.63,BINDING,ChEMBL,312.7,1.77,4,0
CHEMBL1001333,CHEMBL205,Histamine H2 receptor,CHEMBL1900133,IC50,60940.39,nM,4.22,BINDING,ChEMBL,372.2,1.57,3,3
CHEMBL1001334,CHEMBL302,Cyclooxygenase-1,CHEMBL1900133,IC50,209945.41,nM,3.68,BINDING,ChEMBL,419.9,2.49,3,4
CHEMBL1001335,CHEMBL388,Tumor necrosis factor,CHEMBL1900133,IC50,1004.21,nM,6.0,BINDING,ChEMBL,269.9,3.75,7,3
CHEMBL1001336,CHEMBL231,Histamine H1 receptor,CHEMBL1900133,Ki,76839.16,nM,4.11,BINDING,ChEMBL,404.8,3.29,5,3
CHEMBL1001337,CHEMBL218,Dopamine D2 receptor,CHEMBL1900133,EC50,0.7,nM,9.15,BINDING,ChEMBL,343.1,2.82,4,4
CHEMBL1001338,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900133,Ki,366.28,nM,6.44,BINDING,ChEMBL,375.5,1.83,2,4
CHEMBL1001339,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900133,Ki,185.04,nM,6.73,BINDING,ChEMBL,289.3,4.08,3,1
CHEMBL1001340,CHEMBL219,D1 dopamine receptor,CHEMBL1900134,EC50,88.77,nM,7.05,BINDING,ChEMBL,374.1,4.67,0,6
CHEMBL1001341,CHEMBL205,Histamine H2 receptor,CHEMBL1900134,EC50,4499.37,nM,5.35,BINDING,ChEMBL,375.6,3.7,5,2
CHEMBL1001342,CHEMBL302,Cyclooxygenase-1,CHEMBL1900134,IC50,764.87,nM,6.12,BINDING,ChEMBL,291.6,2.01,2,2
CHEMBL1001343,CHEMBL388,Tumor necrosis factor,CHEMBL1900134,IC50,12.94,nM,7.89,BINDING,ChEMBL,230.8,3.89,6,2
CHEMBL1001344,CHEMBL231,Histamine H1 receptor,CHEMBL1900134,Ki,785.26,nM,6.1,BINDING,ChEMBL,371.2,1.98,5,4
CHEMBL1001345,CHEMBL218,Dopamine D2 receptor,CHEMBL1900134,EC50,0.83,nM,9.08,BINDING,ChEMBL,350.9,3.01,3,3
CHEMBL1001346,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900134,Ki,0.37,nM,9.44,BINDING,ChEMBL,348.9,1.56,1,0
CHEMBL1001347,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900134,Ki,4.8,nM,8.32,BINDING,ChEMBL,423.8,2.34,8,3
CHEMBL1001348,CHEMBL219,D1 dopamine receptor,CHEMBL1900134,EC50,659.21,nM,6.18,BINDING,ChEMBL,506.7,3.52,6,1
CHEMBL1001349,CHEMBL205,Histamine H2 receptor,CHEMBL1900134,EC50,86.82,nM,7.06,BINDING,ChEMBL,294.8,0.34,2,1
CHEMBL1001350,CHEMBL302,Cyclooxygenase-1,CHEMBL1900135,Ki,15442.67,nM,4.81,BINDING,ChEMBL,318.8,2.44,2,2
CHEMBL1001351,CHEMBL388,Tumor necrosis factor,CHEMBL1900135,EC50,25.06,nM,7.6,BINDING,ChEMBL,277.1,4.08,3,2
CHEMBL1001352,CHEMBL231,Histamine H1 receptor,CHEMBL1900135,IC50,179.28,nM,6.75,BINDING,ChEMBL,345.2,1.29,4,4
CHEMBL1001353,CHEMBL218,Dopamine D2 receptor,CHEMBL1900135,IC50,36.98,nM,7.43,BINDING,ChEMBL,343.2,4.83,5,1
CHEMBL1001354,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900135,IC50,25006.9,nM,4.6,BINDING,ChEMBL,356.6,2.1,4,3
CHEMBL1001355,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900135,IC50,16.37,nM,7.79,BINDING,ChEMBL,342.3,3.3,2,3
CHEMBL1001356,CHEMBL219,D1 dopamine receptor,CHEMBL1900135,EC50,1336.72,nM,5.87,BINDING,ChEMBL,453.5,2.15,3,1
CHEMBL1001357,CHEMBL205,Histamine H2 receptor,CHEMBL1900135,Ki,85701.89,nM,4.07,BINDING,ChEMBL,235.5,5.89,4,3
CHEMBL1001358,CHEMBL302,Cyclooxygenase-1,CHEMBL1900135,IC50,4623.35,nM,5.34,BINDING,ChEMBL,423.0,2.96,2,1
CHEMBL1001359,CHEMBL388,Tumor necrosis factor,CHEMBL1900135,Ki,0.55,nM,9.26,BINDING,ChEMBL,290.2,1.48,3,0
CHEMBL1001360,CHEMBL231,Histamine H1 receptor,CHEMBL1900136,IC50,2324.24,nM,5.63,BINDING,ChEMBL,285.3,2.98,3,0
CHEMBL1001361,CHEMBL218,Dopamine D2 receptor,CHEMBL1900136,EC50,48741.44,nM,4.31,BINDING,ChEMBL,404.7,2.66,2,1
CHEMBL1001362,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900136,Ki,379.14,nM,6.42,BINDING,ChEMBL,477.4,1.58,2,2
CHEMBL1001363,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900136,Ki,28.85,nM,7.54,BINDING,ChEMBL,218.9,0.52,1,0
CHEMBL1001364,CHEMBL219,D1 dopamine receptor,CHEMBL1900136,Ki,1851.1,nM,5.73,BINDING,ChEMBL,433.2,2.97,2,1
CHEMBL1001365,CHEMBL205,Histamine H2 receptor,CHEMBL1900136,Ki,8648.08,nM,5.06,BINDING,ChEMBL,192.1,1.7,4,0
CHEMBL1001366,CHEMBL302,Cyclooxygenase-1,CHEMBL1900136,Ki,2980.68,nM,5.53,BINDING,ChEMBL,285.4,2.83,3,1
CHEMBL1001367,CHEMBL388,Tumor necrosis factor,CHEMBL1900136,IC50,1054.37,nM,5.98,BINDING,ChEMBL,279.8,2.79,4,1
CHEMBL1001368,CHEMBL231,Histamine H1 receptor,CHEMBL1900136,IC50,3.59,nM,8.44,BINDING,ChEMBL,156.8,2.52,3,1
CHEMBL1001369,CHEMBL218,Dopamine D2 receptor,CHEMBL1900136,Ki,117.8,nM,6.93,BINDING,ChEMBL,377.6,3.92,4,3
CHEMBL1001370,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900137,EC50,178399.6,nM,3.75,BINDING,ChEMBL,427.8,3.88,2,2
CHEMBL1001371,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900137,Ki,2801.39,nM,5.55,BINDING,ChEMBL,277.4,1.25,1,2
CHEMBL1001372,CHEMBL219,D1 dopamine receptor,CHEMBL1900137,IC50,2.41,nM,8.62,BINDING,ChEMBL,345.3,2.21,2,2
CHEMBL1001373,CHEMBL205,Histamine H2 receptor,CHEMBL1900137,Ki,11521.49,nM,4.94,BINDING,ChEMBL,378.7,4.64,8,4
CHEMBL1001374,CHEMBL302,Cyclooxygenase-1,CHEMBL1900137,Ki,13618.87,nM,4.87,BINDING,ChEMBL,470.6,2.01,4,2
CHEMBL1001375,CHEMBL388,Tumor necrosis factor,CHEMBL1900137,Ki,3.04,nM,8.52,BINDING,ChEMBL,265.3,2.97,4,1
CHEMBL1001376,CHEMBL231,Histamine H1 receptor,CHEMBL1900137,Ki,118702.17,nM,3.93,BINDING,ChEMBL,305.9,1.27,4,3
CHEMBL1001377,CHEMBL218,Dopamine D2 receptor,CHEMBL1900137,EC50,0.99,nM,9.01,BINDING,ChEMBL,360.1,3.11,3,1
CHEMBL1001378,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900137,EC50,5.1,nM,8.29,BINDING,ChEMBL,445.8,3.33,2,1
CHEMBL1001379,CHEMBL228,Beta-1 adrenergic receptor,CHEMBL1900137,Ki,342.58,nM,6.47,BINDING,ChEMBL,223.2,0.4,6,7
CHEMBL1001380,CHEMBL219,D1 dopamine receptor,CHEMBL1900138,EC50,1.82,nM,8.74,BINDING,ChEMBL,413.3,3.63,4,2
CHEMBL1001381,CHEMBL205,Histamine H2 receptor,CHEMBL1900138,Ki,1926.13,nM,5.72,BINDING,ChEMBL,374.7,2.41,0,6
CHEMBL1001382,CHEMBL302,Cyclooxygenase-1,CHEMBL1900138,Ki,2919.99,nM,5.53,BINDING,ChEMBL,418.5,2.73,7,2
CHEMBL1001383,CHEMBL388,Tumor necrosis factor,CHEMBL1900138,IC50,71521.33,nM,4.15,BINDING,ChEMBL,445.7,2.05,4,0
CHEMBL1001384,CHEMBL231,Histamine H1 receptor,CHEMBL1900138,Ki,900.27,nM,6.05,BINDING,ChEMBL,386.1,2.36,1,1
CHEMBL1001385,CHEMBL218,Dopamine D2 receptor,CHEMBL1900138,IC50,31240.07,nM,4.51,BINDING,ChEMBL,471.1,2.73,4,5
CHEMBL1001386,CHEMBL213,Serotonin 1a (5-HT1a) receptor,CHEMBL1900138,IC50,177.79,nM,6.75,BINDING,ChEMBL,372.7,1.35,5,4
